vote_id,bill_id,legislator_id,vote,date
VB1020_26,B1020,26,1,2020-08-23
VB1020_27,B1020,27,-1,2020-08-23
VB1020_28,B1020,28,1,2020-08-23
VB1020_29,B1020,29,1,2020-08-23
VB1020_30,B1020,30,-1,2020-08-23
VB1021_1,B1021,1,0,2020-09-22
VB1021_2,B1021,2,0,2020-09-22
VB1021_3,B1021,3,1,2020-09-22
VB1021_4,B1021,4,1,2020-09-22
VB1021_5,B1021,5,-1,2020-09-22
VB1021_6,B1021,6,0,2020-09-22
VB1021_7,B1021,7,-1,2020-09-22
VB1021_8,B1021,8,1,2020-09-22
VB1021_9,B1021,9,1,2020-09-22
VB1021_10,B1021,10,0,2020-09-22
VB1021_11,B1021,11,1,2020-09-22
VB1021_12,B1021,12,0,2020-09-22
VB1021_13,B1021,13,1,2020-09-22
VB1021_14,B1021,14,-1,2020-09-22
VB1021_15,B1021,15,1,2020-09-22
VB1021_16,B1021,16,0,2020-09-22
VB1021_17,B1021,17,-1,2020-09-22
VB1021_18,B1021,18,1,2020-09-22
VB1021_19,B1021,19,1,2020-09-22
VB1021_20,B1021,20,1,2020-09-22
VB1021_21,B1021,21,1,2020-09-22
VB1021_22,B1021,22,1,2020-09-22
VB1021_23,B1021,23,1,2020-09-22
VB1021_24,B1021,24,1,2020-09-22
VB1021_25,B1021,25,1,2020-09-22
VB1021_26,B1021,26,0,2020-09-22
VB1021_27,B1021,27,-1,2020-09-22
VB1021_28,B1021,28,1,2020-09-22
VB1021_29,B1021,29,-1,2020-09-22
VB1021_30,B1021,30,-1,2020-09-22
VB1022_1,B1022,1,1,2020-10-22
VB1022_2,B1022,2,-1,2020-10-22
VB1022_3,B1022,3,1,2020-10-22
VB1022_4,B1022,4,-1,2020-10-22
VB1022_5,B1022,5,1,2020-10-22
VB1022_6,B1022,6,1,2020-10-22
VB1022_7,B1022,7,1,2020-10-22
VB1022_8,B1022,8,-1,2020-10-22
VB1022_9,B1022,9,-1,2020-10-22
VB1022_10,B1022,10,-1,2020-10-22
VB1022_11,B1022,11,-1,2020-10-22
VB1022_12,B1022,12,0,2020-10-22
VB1022_13,B1022,13,1,2020-10-22
VB1022_14,B1022,14,1,2020-10-22
VB1022_15,B1022,15,1,2020-10-22
VB1022_16,B1022,16,1,2020-10-22
VB1022_17,B1022,17,0,2020-10-22
VB1022_18,B1022,18,1,2020-10-22
VB1022_19,B1022,19,-1,2020-10-22
VB1022_20,B1022,20,-1,2020-10-22
VB1022_21,B1022,21,-1,2020-10-22
VB1022_22,B1022,22,1,2020-10-22
VB1022_23,B1022,23,1,2020-10-22
VB1022_24,B1022,24,-1,2020-10-22
VB1022_25,B1022,25,1,2020-10-22
VB1022_26,B1022,26,-1,2020-10-22
VB1022_27,B1022,27,1,2020-10-22
VB1022_28,B1022,28,1,2020-10-22
VB1022_29,B1022,29,-1,2020-10-22
VB1022_30,B1022,30,1,2020-10-22
VB1023_1,B1023,1,1,2020-11-21
VB1023_2,B1023,2,0,2020-11-21
VB1023_3,B1023,3,1,2020-11-21
VB1023_4,B1023,4,1,2020-11-21
VB1023_5,B1023,5,0,2020-11-21
VB1023_6,B1023,6,0,2020-11-21
VB1023_7,B1023,7,-1,2020-11-21
VB1023_8,B1023,8,1,2020-11-21
VB1023_9,B1023,9,-1,2020-11-21
VB1023_10,B1023,10,-1,2020-11-21
VB1023_11,B1023,11,1,2020-11-21
VB1023_12,B1023,12,1,2020-11-21
VB1023_13,B1023,13,-1,2020-11-21
VB1023_14,B1023,14,1,2020-11-21
VB1023_15,B1023,15,1,2020-11-21
VB1023_16,B1023,16,1,2020-11-21
VB1023_17,B1023,17,1,2020-11-21
VB1023_18,B1023,18,1,2020-11-21
VB1023_19,B1023,19,1,2020-11-21
VB1023_20,B1023,20,-1,2020-11-21
VB1023_21,B1023,21,1,2020-11-21
VB1023_22,B1023,22,-1,2020-11-21
VB1023_23,B1023,23,1,2020-11-21
VB1023_24,B1023,24,1,2020-11-21
VB1023_25,B1023,25,-1,2020-11-21
VB1023_26,B1023,26,-1,2020-11-21
VB1023_27,B1023,27,1,2020-11-21
VB1023_28,B1023,28,1,2020-11-21
VB1023_29,B1023,29,1,2020-11-21
VB1023_30,B1023,30,1,2020-11-21
VB1024_1,B1024,1,-1,2020-12-21
VB1024_2,B1024,2,1,2020-12-21
VB1024_3,B1024,3,-1,2020-12-21
VB1024_4,B1024,4,1,2020-12-21
VB1024_5,B1024,5,-1,2020-12-21
VB1024_6,B1024,6,1,2020-12-21
VB1024_7,B1024,7,-1,2020-12-21
VB1024_8,B1024,8,1,2020-12-21
VB1024_9,B1024,9,-1,2020-12-21
VB1024_10,B1024,10,-1,2020-12-21
VB1024_11,B1024,11,-1,2020-12-21
VB1024_12,B1024,12,-1,2020-12-21
VB1024_13,B1024,13,-1,2020-12-21
VB1024_14,B1024,14,1,2020-12-21
VB1024_15,B1024,15,-1,2020-12-21
VB1024_16,B1024,16,-1,2020-12-21
VB1024_17,B1024,17,-1,2020-12-21
VB1024_18,B1024,18,-1,2020-12-21
VB1024_19,B1024,19,1,2020-12-21
VB1024_20,B1024,20,1,2020-12-21
VB1024_21,B1024,21,1,2020-12-21
VB1024_22,B1024,22,1,2020-12-21
VB1024_23,B1024,23,1,2020-12-21
VB1024_24,B1024,24,1,2020-12-21
VB1024_25,B1024,25,-1,2020-12-21
VB1024_26,B1024,26,1,2020-12-21
VB1024_27,B1024,27,1,2020-12-21
VB1024_28,B1024,28,-1,2020-12-21
VB1024_29,B1024,29,-1,2020-12-21
VB1024_30,B1024,30,1,2020-12-21
VB1025_1,B1025,1,1,2021-01-20
VB1025_2,B1025,2,-1,2021-01-20
VB1025_3,B1025,3,1,2021-01-20
VB1025_4,B1025,4,1,2021-01-20
VB1025_5,B1025,5,1,2021-01-20
VB1025_6,B1025,6,1,2021-01-20
VB1025_7,B1025,7,1,2021-01-20
VB1025_8,B1025,8,1,2021-01-20
VB1025_9,B1025,9,-1,2021-01-20
VB1025_10,B1025,10,1,2021-01-20
VB1025_11,B1025,11,-1,2021-01-20
VB1025_12,B1025,12,1,2021-01-20
VB1025_13,B1025,13,0,2021-01-20
VB1025_14,B1025,14,-1,2021-01-20
VB1025_15,B1025,15,-1,2021-01-20
VB1025_16,B1025,16,1,2021-01-20
VB1025_17,B1025,17,1,2021-01-20
VB1025_18,B1025,18,0,2021-01-20
VB1025_19,B1025,19,-1,2021-01-20
VB1025_20,B1025,20,1,2021-01-20
VB1025_21,B1025,21,-1,2021-01-20
VB1025_22,B1025,22,0,2021-01-20
VB1025_23,B1025,23,1,2021-01-20
VB1025_24,B1025,24,1,2021-01-20
VB1025_25,B1025,25,1,2021-01-20
VB1025_26,B1025,26,-1,2021-01-20
VB1025_27,B1025,27,-1,2021-01-20
VB1025_28,B1025,28,1,2021-01-20
VB1025_29,B1025,29,0,2021-01-20
VB1025_30,B1025,30,-1,2021-01-20
VB1026_1,B1026,1,1,2021-02-19
VB1026_2,B1026,2,1,2021-02-19
VB1026_3,B1026,3,0,2021-02-19
VB1026_4,B1026,4,1,2021-02-19
VB1026_5,B1026,5,-1,2021-02-19
VB1026_6,B1026,6,1,2021-02-19
VB1026_7,B1026,7,-1,2021-02-19
VB1026_8,B1026,8,1,2021-02-19
VB1026_9,B1026,9,0,2021-02-19
VB1026_10,B1026,10,-1,2021-02-19
VB1026_11,B1026,11,-1,2021-02-19
VB1026_12,B1026,12,1,2021-02-19
VB1026_13,B1026,13,-1,2021-02-19
VB1026_14,B1026,14,1,2021-02-19
VB1026_15,B1026,15,-1,2021-02-19
VB1026_16,B1026,16,0,2021-02-19
VB1026_17,B1026,17,1,2021-02-19
VB1026_18,B1026,18,0,2021-02-19
VB1026_19,B1026,19,-1,2021-02-19
VB1026_20,B1026,20,1,2021-02-19
VB1026_21,B1026,21,-1,2021-02-19
VB1026_22,B1026,22,-1,2021-02-19
VB1026_23,B1026,23,-1,2021-02-19
VB1026_24,B1026,24,1,2021-02-19
VB1026_25,B1026,25,1,2021-02-19
VB1026_26,B1026,26,1,2021-02-19
VB1026_27,B1026,27,1,2021-02-19
VB1026_28,B1026,28,1,2021-02-19
VB1026_29,B1026,29,-1,2021-02-19
VB1026_30,B1026,30,1,2021-02-19
VB1027_1,B1027,1,-1,2021-03-21
VB1027_2,B1027,2,-1,2021-03-21
VB1027_3,B1027,3,-1,2021-03-21
VB1027_4,B1027,4,1,2021-03-21
VB1027_5,B1027,5,1,2021-03-21
VB1027_6,B1027,6,1,2021-03-21
VB1027_7,B1027,7,-1,2021-03-21
VB1027_8,B1027,8,-1,2021-03-21
VB1027_9,B1027,9,1,2021-03-21
VB1027_10,B1027,10,-1,2021-03-21
VB1027_11,B1027,11,1,2021-03-21
VB1027_12,B1027,12,-1,2021-03-21
VB1027_13,B1027,13,1,2021-03-21
VB1027_14,B1027,14,-1,2021-03-21
VB1027_15,B1027,15,-1,2021-03-21
VB1027_16,B1027,16,1,2021-03-21
VB1027_17,B1027,17,1,2021-03-21
VB1027_18,B1027,18,1,2021-03-21
VB1027_19,B1027,19,-1,2021-03-21
VB1027_20,B1027,20,1,2021-03-21
VB1027_21,B1027,21,1,2021-03-21
VB1027_22,B1027,22,-1,2021-03-21
VB1027_23,B1027,23,-1,2021-03-21
VB1027_24,B1027,24,1,2021-03-21
VB1027_25,B1027,25,-1,2021-03-21
VB1027_26,B1027,26,1,2021-03-21
VB1027_27,B1027,27,-1,2021-03-21
VB1027_28,B1027,28,-1,2021-03-21
VB1027_29,B1027,29,0,2021-03-21
VB1027_30,B1027,30,1,2021-03-21
VB1028_1,B1028,1,-1,2021-04-20
VB1028_2,B1028,2,-1,2021-04-20
VB1028_3,B1028,3,1,2021-04-20
VB1028_4,B1028,4,-1,2021-04-20
VB1028_5,B1028,5,0,2021-04-20
VB1028_6,B1028,6,-1,2021-04-20
VB1028_7,B1028,7,0,2021-04-20
VB1028_8,B1028,8,1,2021-04-20
VB1028_9,B1028,9,-1,2021-04-20
VB1028_10,B1028,10,1,2021-04-20
VB1028_11,B1028,11,-1,2021-04-20
VB1028_12,B1028,12,-1,2021-04-20
VB1028_13,B1028,13,1,2021-04-20
VB1028_14,B1028,14,-1,2021-04-20
VB1028_15,B1028,15,1,2021-04-20
VB1028_16,B1028,16,1,2021-04-20
VB1028_17,B1028,17,1,2021-04-20
VB1028_18,B1028,18,1,2021-04-20
VB1028_19,B1028,19,0,2021-04-20
VB1028_20,B1028,20,-1,2021-04-20
VB1028_21,B1028,21,1,2021-04-20
VB1028_22,B1028,22,1,2021-04-20
VB1028_23,B1028,23,1,2021-04-20
VB1028_24,B1028,24,-1,2021-04-20
VB1028_25,B1028,25,1,2021-04-20
VB1028_26,B1028,26,1,2021-04-20
VB1028_27,B1028,27,1,2021-04-20
VB1028_28,B1028,28,1,2021-04-20
VB1028_29,B1028,29,0,2021-04-20
VB1028_30,B1028,30,-1,2021-04-20
VB1029_1,B1029,1,-1,2021-05-20
VB1029_2,B1029,2,1,2021-05-20
VB1029_3,B1029,3,-1,2021-05-20
VB1029_4,B1029,4,1,2021-05-20
VB1029_5,B1029,5,1,2021-05-20
VB1029_6,B1029,6,1,2021-05-20
VB1029_7,B1029,7,-1,2021-05-20
VB1029_8,B1029,8,1,2021-05-20
VB1029_9,B1029,9,0,2021-05-20
VB1029_10,B1029,10,1,2021-05-20
VB1029_11,B1029,11,1,2021-05-20
VB1029_12,B1029,12,-1,2021-05-20
VB1029_13,B1029,13,-1,2021-05-20
VB1029_14,B1029,14,1,2021-05-20
VB1029_15,B1029,15,1,2021-05-20
VB1029_16,B1029,16,0,2021-05-20
VB1029_17,B1029,17,1,2021-05-20
VB1029_18,B1029,18,1,2021-05-20
VB1029_19,B1029,19,1,2021-05-20
VB1029_20,B1029,20,1,2021-05-20
VB1029_21,B1029,21,1,2021-05-20
VB1029_22,B1029,22,1,2021-05-20
VB1029_23,B1029,23,-1,2021-05-20
VB1029_24,B1029,24,-1,2021-05-20
VB1029_25,B1029,25,1,2021-05-20
VB1029_26,B1029,26,1,2021-05-20
VB1029_27,B1029,27,0,2021-05-20
VB1029_28,B1029,28,1,2021-05-20
VB1029_29,B1029,29,1,2021-05-20
VB1029_30,B1029,30,1,2021-05-20
VB1030_1,B1030,1,0,2021-06-19
VB1030_2,B1030,2,-1,2021-06-19
VB1030_3,B1030,3,0,2021-06-19
VB1030_4,B1030,4,1,2021-06-19
VB1030_5,B1030,5,1,2021-06-19
VB1030_6,B1030,6,-1,2021-06-19
VB1030_7,B1030,7,1,2021-06-19
VB1030_8,B1030,8,1,2021-06-19
VB1030_9,B1030,9,-1,2021-06-19
VB1030_10,B1030,10,-1,2021-06-19
VB1030_11,B1030,11,1,2021-06-19
VB1030_12,B1030,12,-1,2021-06-19
VB1030_13,B1030,13,1,2021-06-19
VB1030_14,B1030,14,1,2021-06-19
VB1030_15,B1030,15,0,2021-06-19
VB1030_16,B1030,16,1,2021-06-19
VB1030_17,B1030,17,1,2021-06-19
VB1030_18,B1030,18,1,2021-06-19
VB1030_19,B1030,19,-1,2021-06-19
VB1030_20,B1030,20,1,2021-06-19
VB1030_21,B1030,21,1,2021-06-19
VB1030_22,B1030,22,-1,2021-06-19
VB1030_23,B1030,23,1,2021-06-19
VB1030_24,B1030,24,1,2021-06-19
VB1030_25,B1030,25,-1,2021-06-19
VB1030_26,B1030,26,-1,2021-06-19
VB1030_27,B1030,27,1,2021-06-19
VB1030_28,B1030,28,1,2021-06-19
VB1030_29,B1030,29,1,2021-06-19
VB1030_30,B1030,30,1,2021-06-19
VB1031_1,B1031,1,1,2021-07-19
VB1031_2,B1031,2,1,2021-07-19
VB1031_3,B1031,3,0,2021-07-19
VB1031_4,B1031,4,-1,2021-07-19
VB1031_5,B1031,5,-1,2021-07-19
VB1031_6,B1031,6,1,2021-07-19
VB1031_7,B1031,7,1,2021-07-19
VB1031_8,B1031,8,1,2021-07-19
VB1031_9,B1031,9,1,2021-07-19
VB1031_10,B1031,10,1,2021-07-19
VB1031_11,B1031,11,-1,2021-07-19
VB1031_12,B1031,12,-1,2021-07-19
VB1031_13,B1031,13,1,2021-07-19
VB1031_14,B1031,14,1,2021-07-19
VB1031_15,B1031,15,-1,2021-07-19
VB1031_16,B1031,16,-1,2021-07-19
VB1031_17,B1031,17,1,2021-07-19
VB1031_18,B1031,18,1,2021-07-19
VB1031_19,B1031,19,1,2021-07-19
VB1031_20,B1031,20,1,2021-07-19
VB1031_21,B1031,21,1,2021-07-19
VB1031_22,B1031,22,1,2021-07-19
VB1031_23,B1031,23,-1,2021-07-19
VB1031_24,B1031,24,1,2021-07-19
VB1031_25,B1031,25,1,2021-07-19
VB1031_26,B1031,26,1,2021-07-19
VB1031_27,B1031,27,1,2021-07-19
VB1031_28,B1031,28,-1,2021-07-19
VB1031_29,B1031,29,1,2021-07-19
VB1031_30,B1031,30,1,2021-07-19
VB1032_1,B1032,1,1,2021-08-18
VB1032_2,B1032,2,-1,2021-08-18
VB1032_3,B1032,3,-1,2021-08-18
VB1032_4,B1032,4,1,2021-08-18
VB1032_5,B1032,5,-1,2021-08-18
VB1032_6,B1032,6,1,2021-08-18
VB1032_7,B1032,7,-1,2021-08-18
VB1032_8,B1032,8,-1,2021-08-18
VB1032_9,B1032,9,1,2021-08-18
VB1032_10,B1032,10,1,2021-08-18
VB1032_11,B1032,11,-1,2021-08-18
VB1032_12,B1032,12,-1,2021-08-18
VB1032_13,B1032,13,-1,2021-08-18
VB1032_14,B1032,14,1,2021-08-18
VB1032_15,B1032,15,1,2021-08-18
VB1032_16,B1032,16,1,2021-08-18
VB1032_17,B1032,17,1,2021-08-18
VB1032_18,B1032,18,-1,2021-08-18
VB1032_19,B1032,19,-1,2021-08-18
VB1032_20,B1032,20,1,2021-08-18
VB1032_21,B1032,21,-1,2021-08-18
VB1032_22,B1032,22,1,2021-08-18
VB1032_23,B1032,23,1,2021-08-18
VB1032_24,B1032,24,-1,2021-08-18
VB1032_25,B1032,25,0,2021-08-18
VB1032_26,B1032,26,-1,2021-08-18
VB1032_27,B1032,27,0,2021-08-18
VB1032_28,B1032,28,0,2021-08-18
VB1032_29,B1032,29,1,2021-08-18
VB1032_30,B1032,30,-1,2021-08-18
VB1033_1,B1033,1,-1,2021-09-17
VB1033_2,B1033,2,1,2021-09-17
VB1033_3,B1033,3,1,2021-09-17
VB1033_4,B1033,4,-1,2021-09-17
VB1033_5,B1033,5,1,2021-09-17
VB1033_6,B1033,6,1,2021-09-17
VB1033_7,B1033,7,1,2021-09-17
VB1033_8,B1033,8,-1,2021-09-17
VB1033_9,B1033,9,-1,2021-09-17
VB1033_10,B1033,10,1,2021-09-17
VB1033_11,B1033,11,-1,2021-09-17
VB1033_12,B1033,12,1,2021-09-17
VB1033_13,B1033,13,0,2021-09-17
VB1033_14,B1033,14,-1,2021-09-17
VB1033_15,B1033,15,1,2021-09-17
VB1033_16,B1033,16,1,2021-09-17
VB1033_17,B1033,17,0,2021-09-17
VB1033_18,B1033,18,1,2021-09-17
VB1033_19,B1033,19,-1,2021-09-17
VB1033_20,B1033,20,1,2021-09-17
VB1033_21,B1033,21,-1,2021-09-17
VB1033_22,B1033,22,-1,2021-09-17
VB1033_23,B1033,23,1,2021-09-17
VB1033_24,B1033,24,1,2021-09-17
VB1033_25,B1033,25,1,2021-09-17
VB1033_26,B1033,26,1,2021-09-17
VB1033_27,B1033,27,-1,2021-09-17
VB1033_28,B1033,28,0,2021-09-17
VB1033_29,B1033,29,1,2021-09-17
VB1033_30,B1033,30,1,2021-09-17
VB1034_1,B1034,1,1,2021-10-17
VB1034_2,B1034,2,-1,2021-10-17
VB1034_3,B1034,3,-1,2021-10-17
VB1034_4,B1034,4,1,2021-10-17
VB1034_5,B1034,5,1,2021-10-17
VB1034_6,B1034,6,-1,2021-10-17
VB1034_7,B1034,7,1,2021-10-17
VB1034_8,B1034,8,-1,2021-10-17
VB1034_9,B1034,9,1,2021-10-17
VB1034_10,B1034,10,-1,2021-10-17
VB1034_11,B1034,11,0,2021-10-17
VB1034_12,B1034,12,1,2021-10-17
VB1034_13,B1034,13,1,2021-10-17
VB1034_14,B1034,14,1,2021-10-17
VB1034_15,B1034,15,-1,2021-10-17
VB1034_16,B1034,16,-1,2021-10-17
VB1034_17,B1034,17,1,2021-10-17
VB1034_18,B1034,18,1,2021-10-17
VB1034_19,B1034,19,0,2021-10-17
VB1034_20,B1034,20,1,2021-10-17
VB1034_21,B1034,21,-1,2021-10-17
VB1034_22,B1034,22,0,2021-10-17
VB1034_23,B1034,23,1,2021-10-17
VB1034_24,B1034,24,1,2021-10-17
VB1034_25,B1034,25,-1,2021-10-17
VB1034_26,B1034,26,-1,2021-10-17
VB1034_27,B1034,27,-1,2021-10-17
VB1034_28,B1034,28,-1,2021-10-17
VB1034_29,B1034,29,1,2021-10-17
VB1034_30,B1034,30,-1,2021-10-17
VB1035_1,B1035,1,-1,2021-11-16
VB1035_2,B1035,2,1,2021-11-16
VB1035_3,B1035,3,-1,2021-11-16
VB1035_4,B1035,4,1,2021-11-16
VB1035_5,B1035,5,-1,2021-11-16
VB1035_6,B1035,6,-1,2021-11-16
VB1035_7,B1035,7,-1,2021-11-16
VB1035_8,B1035,8,-1,2021-11-16
VB1035_9,B1035,9,1,2021-11-16
VB1035_10,B1035,10,1,2021-11-16
VB1035_11,B1035,11,-1,2021-11-16
VB1035_12,B1035,12,1,2021-11-16
VB1035_13,B1035,13,-1,2021-11-16
VB1035_14,B1035,14,-1,2021-11-16
VB1035_15,B1035,15,1,2021-11-16
VB1035_16,B1035,16,1,2021-11-16
VB1035_17,B1035,17,-1,2021-11-16
VB1035_18,B1035,18,1,2021-11-16
VB1035_19,B1035,19,1,2021-11-16
VB1035_20,B1035,20,-1,2021-11-16
VB1035_21,B1035,21,1,2021-11-16
VB1035_22,B1035,22,-1,2021-11-16
VB1035_23,B1035,23,-1,2021-11-16
VB1035_24,B1035,24,1,2021-11-16
VB1035_25,B1035,25,1,2021-11-16
VB1035_26,B1035,26,1,2021-11-16
VB1035_27,B1035,27,-1,2021-11-16
VB1035_28,B1035,28,1,2021-11-16
VB1035_29,B1035,29,1,2021-11-16
VB1035_30,B1035,30,1,2021-11-16
VB1036_1,B1036,1,1,2021-12-16
VB1036_2,B1036,2,-1,2021-12-16
VB1036_3,B1036,3,1,2021-12-16
VB1036_4,B1036,4,1,2021-12-16
VB1036_5,B1036,5,-1,2021-12-16
VB1036_6,B1036,6,1,2021-12-16
VB1036_7,B1036,7,1,2021-12-16
VB1036_8,B1036,8,1,2021-12-16
VB1036_9,B1036,9,1,2021-12-16
VB1036_10,B1036,10,-1,2021-12-16
VB1036_11,B1036,11,1,2021-12-16
VB1036_12,B1036,12,1,2021-12-16
VB1036_13,B1036,13,-1,2021-12-16
VB1036_14,B1036,14,-1,2021-12-16
VB1036_15,B1036,15,-1,2021-12-16
VB1036_16,B1036,16,1,2021-12-16
VB1036_17,B1036,17,1,2021-12-16
VB1036_18,B1036,18,-1,2021-12-16
VB1036_19,B1036,19,0,2021-12-16
VB1036_20,B1036,20,-1,2021-12-16
VB1036_21,B1036,21,-1,2021-12-16
VB1036_22,B1036,22,0,2021-12-16
VB1036_23,B1036,23,1,2021-12-16
VB1036_24,B1036,24,1,2021-12-16
VB1036_25,B1036,25,1,2021-12-16
VB1036_26,B1036,26,1,2021-12-16
VB1036_27,B1036,27,0,2021-12-16
VB1036_28,B1036,28,1,2021-12-16
VB1036_29,B1036,29,1,2021-12-16
VB1036_30,B1036,30,0,2021-12-16
VB1037_1,B1037,1,1,2022-01-15
VB1037_2,B1037,2,-1,2022-01-15
VB1037_3,B1037,3,1,2022-01-15
VB1037_4,B1037,4,1,2022-01-15
VB1037_5,B1037,5,-1,2022-01-15
VB1037_6,B1037,6,-1,2022-01-15
VB1037_7,B1037,7,-1,2022-01-15
VB1037_8,B1037,8,-1,2022-01-15
VB1037_9,B1037,9,-1,2022-01-15
VB1037_10,B1037,10,1,2022-01-15
VB1037_11,B1037,11,0,2022-01-15
VB1037_12,B1037,12,-1,2022-01-15
VB1037_13,B1037,13,-1,2022-01-15
VB1037_14,B1037,14,1,2022-01-15
VB1037_15,B1037,15,1,2022-01-15
VB1037_16,B1037,16,1,2022-01-15
VB1037_17,B1037,17,1,2022-01-15
VB1037_18,B1037,18,1,2022-01-15
VB1037_19,B1037,19,1,2022-01-15
VB1037_20,B1037,20,1,2022-01-15
VB1037_21,B1037,21,-1,2022-01-15
VB1037_22,B1037,22,-1,2022-01-15
VB1037_23,B1037,23,0,2022-01-15
VB1037_24,B1037,24,1,2022-01-15
VB1037_25,B1037,25,1,2022-01-15
VB1037_26,B1037,26,1,2022-01-15
VB1037_27,B1037,27,-1,2022-01-15
VB1037_28,B1037,28,-1,2022-01-15
VB1037_29,B1037,29,-1,2022-01-15
VB1037_30,B1037,30,1,2022-01-15
VB1038_1,B1038,1,1,2022-02-14
VB1038_2,B1038,2,-1,2022-02-14
VB1038_3,B1038,3,-1,2022-02-14
VB1038_4,B1038,4,1,2022-02-14
VB1038_5,B1038,5,1,2022-02-14
VB1038_6,B1038,6,1,2022-02-14
VB1038_7,B1038,7,1,2022-02-14
VB1038_8,B1038,8,1,2022-02-14
VB1038_9,B1038,9,-1,2022-02-14
VB1038_10,B1038,10,1,2022-02-14
VB1038_11,B1038,11,-1,2022-02-14
VB1038_12,B1038,12,-1,2022-02-14
VB1038_13,B1038,13,1,2022-02-14
VB1038_14,B1038,14,1,2022-02-14
VB1038_15,B1038,15,-1,2022-02-14
VB1038_16,B1038,16,1,2022-02-14
VB1038_17,B1038,17,-1,2022-02-14
VB1038_18,B1038,18,1,2022-02-14
VB1038_19,B1038,19,1,2022-02-14
VB1038_20,B1038,20,-1,2022-02-14
VB1038_21,B1038,21,1,2022-02-14
VB1038_22,B1038,22,1,2022-02-14
VB1038_23,B1038,23,1,2022-02-14
VB1038_24,B1038,24,-1,2022-02-14
VB1038_25,B1038,25,1,2022-02-14
VB1038_26,B1038,26,1,2022-02-14
VB1038_27,B1038,27,-1,2022-02-14
VB1038_28,B1038,28,-1,2022-02-14
VB1038_29,B1038,29,-1,2022-02-14
VB1038_30,B1038,30,-1,2022-02-14
VB1039_1,B1039,1,-1,2022-03-16
VB1039_2,B1039,2,-1,2022-03-16
VB1039_3,B1039,3,0,2022-03-16
VB1039_4,B1039,4,1,2022-03-16
VB1039_5,B1039,5,1,2022-03-16
VB1039_6,B1039,6,1,2022-03-16
VB1039_7,B1039,7,1,2022-03-16
VB1039_8,B1039,8,-1,2022-03-16
VB1039_9,B1039,9,1,2022-03-16
VB1039_10,B1039,10,-1,2022-03-16
VB1039_11,B1039,11,1,2022-03-16
VB1039_12,B1039,12,1,2022-03-16
VB1039_13,B1039,13,-1,2022-03-16
VB1039_14,B1039,14,1,2022-03-16
VB1039_15,B1039,15,1,2022-03-16
VB1039_16,B1039,16,-1,2022-03-16
VB1039_17,B1039,17,1,2022-03-16
VB1039_18,B1039,18,-1,2022-03-16
VB1039_19,B1039,19,-1,2022-03-16
VB1039_20,B1039,20,1,2022-03-16
VB1039_21,B1039,21,1,2022-03-16
VB1039_22,B1039,22,-1,2022-03-16
VB1039_23,B1039,23,0,2022-03-16
VB1039_24,B1039,24,1,2022-03-16
VB1039_25,B1039,25,-1,2022-03-16
VB1039_26,B1039,26,-1,2022-03-16
VB1039_27,B1039,27,1,2022-03-16
VB1039_28,B1039,28,0,2022-03-16
VB1039_29,B1039,29,1,2022-03-16
VB1039_30,B1039,30,1,2022-03-16
VB1040_1,B1040,1,-1,2022-04-15
VB1040_2,B1040,2,-1,2022-04-15
VB1040_3,B1040,3,-1,2022-04-15
VB1040_4,B1040,4,1,2022-04-15
VB1040_5,B1040,5,-1,2022-04-15
VB1040_6,B1040,6,1,2022-04-15
VB1040_7,B1040,7,-1,2022-04-15
VB1040_8,B1040,8,1,2022-04-15
VB1040_9,B1040,9,-1,2022-04-15
VB1040_10,B1040,10,-1,2022-04-15
VB1040_11,B1040,11,-1,2022-04-15
VB1040_12,B1040,12,0,2022-04-15
VB1040_13,B1040,13,1,2022-04-15
VB1040_14,B1040,14,1,2022-04-15
VB1040_15,B1040,15,1,2022-04-15
VB1040_16,B1040,16,1,2022-04-15
VB1040_17,B1040,17,1,2022-04-15
VB1040_18,B1040,18,0,2022-04-15
VB1040_19,B1040,19,-1,2022-04-15
VB1040_20,B1040,20,-1,2022-04-15
VB1040_21,B1040,21,1,2022-04-15
VB1040_22,B1040,22,1,2022-04-15
VB1040_23,B1040,23,0,2022-04-15
VB1040_24,B1040,24,1,2022-04-15
VB1040_25,B1040,25,1,2022-04-15
VB1040_26,B1040,26,1,2022-04-15
VB1040_27,B1040,27,1,2022-04-15
VB1040_28,B1040,28,1,2022-04-15
VB1040_29,B1040,29,0,2022-04-15
VB1040_30,B1040,30,1,2022-04-15
VB1041_1,B1041,1,1,2022-05-15
VB1041_2,B1041,2,1,2022-05-15
VB1041_3,B1041,3,1,2022-05-15
VB1041_4,B1041,4,1,2022-05-15
VB1041_5,B1041,5,0,2022-05-15
VB1041_6,B1041,6,1,2022-05-15
VB1041_7,B1041,7,-1,2022-05-15
VB1041_8,B1041,8,1,2022-05-15
VB1041_9,B1041,9,-1,2022-05-15
VB1041_10,B1041,10,1,2022-05-15
VB1041_11,B1041,11,1,2022-05-15
VB1041_12,B1041,12,-1,2022-05-15
VB1041_13,B1041,13,1,2022-05-15
VB1041_14,B1041,14,1,2022-05-15
VB1041_15,B1041,15,1,2022-05-15
VB1041_16,B1041,16,0,2022-05-15
VB1041_17,B1041,17,-1,2022-05-15
VB1041_18,B1041,18,1,2022-05-15
VB1041_19,B1041,19,-1,2022-05-15
VB1041_20,B1041,20,1,2022-05-15
